Listing_Postion,Title,Brand,MRP,Price,Count_of_Rating,Count_of_reviews,Average_Rating_Score,Product_URL,Image_URL
103,SAMSUNG Series 9 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility (2022 model),Samsung ,254900.0,169990.0,1.0,1.0,4.0,https://www.croma.com/samsung-series-9-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility-2022-model-/p/251999,/samsung-series-9-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility-2022-model-/p/251999
104,SAMSUNG Series 9 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung ,219900.0,144990.0,1.0,1.0,5.0,https://www.croma.com/samsung-series-9-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251990,/samsung-series-9-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251990
105,SAMSUNG Series 8 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung ,199900.0,132990.0,16.0,16.0,4.9,https://www.croma.com/samsung-series-8-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251994,/samsung-series-8-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251994
106,SAMSUNG Series 6 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung ,121900.0,81990.0,10.0,10.0,4.0,https://www.croma.com/samsung-series-6-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251986,/samsung-series-6-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251986
107,SAMSUNG LS Frame Series 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung ,144900.0,86990.0,17.0,17.0,4.6,https://www.croma.com/samsung-ls-frame-series-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251981,/samsung-ls-frame-series-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251981
108,SAMSUNG Series 6 125 cm (50 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung ,99900.0,66690.0,8.0,8.0,5.0,https://www.croma.com/samsung-series-6-125-cm-50-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251985,/samsung-series-6-125-cm-50-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251985
109,SAMSUNG Series 8 108 cm (43 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2022 model),Samsung ,62900.0,43990.0,86.0,84.0,4.6,https://www.croma.com/samsung-series-8-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2022-model-/p/252004,/samsung-series-8-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2022-model-/p/252004
110,SAMSUNG Series 8 108cm (43 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung ,64900.0,47990.0,5.0,5.0,5.0,https://www.croma.com/samsung-series-8-108cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252011,/samsung-series-8-108cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252011
111,SAMSUNG Series 6 108 cm (43 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung ,79900.0,57990.0,5.0,5.0,5.0,https://www.croma.com/samsung-series-6-108-cm-43-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251984,/samsung-series-6-108-cm-43-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251984
112,SAMSUNG LS Frame Series 108 cm (43 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung ,91900.0,56990.0,3.0,3.0,5.0,https://www.croma.com/samsung-ls-frame-series-108-cm-43-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251809,/samsung-ls-frame-series-108-cm-43-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251809
113,Panasonic LX 139 cm (55 inch) 4K Ultra HD LED Android TV with Alexa Compatibility,Panasonic ,82990.0,61490.0,3.0,3.0,4.0,https://www.croma.com/panasonic-lx-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility/p/251787,/panasonic-lx-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility/p/251787
114,Panasonic LX 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant,Panasonic ,56990.0,44990.0,2.0,2.0,4.5,https://www.croma.com/panasonic-lx-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251786,/panasonic-lx-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251786
115,Panasonic LX 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant,Panasonic ,51990.0,38990.0,7.0,7.0,4.7,https://www.croma.com/panasonic-lx-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251785,/panasonic-lx-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251785
116,Croma 165 cm (65 inch) 4K Ultra HD LED Android TV with Google Assistant (2022 model),Croma ,150000.0,58990.0,52.0,50.0,4.5,https://www.croma.com/croma-165-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251015,/croma-165-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251015
117,Croma 127 cm (50 inch) 4K Ultra HD LED Android TV with Google Assistant (2022 model),Croma ,60000.0,33990.0,69.0,68.0,4.7,https://www.croma.com/croma-127-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251013,/croma-127-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251013
118,Croma 139 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2022 model),Croma ,75000.0,39990.0,105.0,97.0,4.5,https://www.croma.com/croma-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251014,/croma-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251014
119,Croma 109 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant (2022 model),Croma ,50000.0,27990.0,97.0,95.0,4.5,https://www.croma.com/croma-109-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251012,/croma-109-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251012
120,Haier K Series 126 cm (50 inch) 4K Ultra HD LED Android TV with Google Assistant,Haier ,64990.0,39990.0,,,,https://www.croma.com/haier-k-series-126-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251225,/haier-k-series-126-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251225
121,Haier K Series 147 cm (58 inch) 4K Ultra HD LED Android TV with Google Assistant,Haier ,91990.0,52190.0,,,,https://www.croma.com/haier-k-series-147-cm-58-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251227,/haier-k-series-147-cm-58-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251227
122,SAMSUNG Crystal 4K Pro 146 cm (58 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung ,80900.0,48490.0,,,,https://www.croma.com/samsung-crystal-4k-pro-146-cm-58-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250635,/samsung-crystal-4k-pro-146-cm-58-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250635
123,SAMSUNG Crystal 4K Pro 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung ,125900.0,81990.0,,,,https://www.croma.com/samsung-crystal-4k-pro-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250636,/samsung-crystal-4k-pro-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250636
124,SAMSUNG Crystal 4K Pro 125 cm (50 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung ,71400.0,45990.0,1.0,1.0,3.0,https://www.croma.com/samsung-crystal-4k-pro-125-cm-50-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250633,/samsung-crystal-4k-pro-125-cm-50-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250633
125,SAMSUNG Crystal 4K Pro 138 cm (55 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung ,76900.0,45990.0,,,,https://www.croma.com/samsung-crystal-4k-pro-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250634,/samsung-crystal-4k-pro-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250634
126,SAMSUNG Crystal 4K Pro 108 cm (43 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung ,54900.0,32990.0,3.0,2.0,4.7,https://www.croma.com/samsung-crystal-4k-pro-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250632,/samsung-crystal-4k-pro-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250632
127,Akai 109 cm (43 inch) 4K Ultra HD LED Fire TV with Alexa Compatibility (2021 model),Akai ,51990.0,22999.0,,,,https://www.croma.com/akai-109-cm-43-inch-4k-ultra-hd-led-fire-tv-with-alexa-compatibility-2021-model-/p/246448,/akai-109-cm-43-inch-4k-ultra-hd-led-fire-tv-with-alexa-compatibility-2021-model-/p/246448
128,Akai 139 cm (55 inch) 4K Ultra HD LED Fire TV with Alexa Compatibility (2021 model),Akai ,70990.0,32999.0,,,,https://www.croma.com/akai-139-cm-55-inch-4k-ultra-hd-led-fire-tv-with-alexa-compatibility-2021-model-/p/246760,/akai-139-cm-55-inch-4k-ultra-hd-led-fire-tv-with-alexa-compatibility-2021-model-/p/246760
129,iFFALCON U71 Series 139.7 cm (55 inch) 4K Ultra HD LED Fire TV with Hands-Free Voice Control,iFFALCON ,70990.0,34990.0,,,,https://www.croma.com/iffalcon-u71-series-139-7-cm-55-inch-4k-ultra-hd-led-fire-tv-with-hands-free-voice-control/p/246517,/iffalcon-u71-series-139-7-cm-55-inch-4k-ultra-hd-led-fire-tv-with-hands-free-voice-control/p/246517
130,Kodak CA Series 164 cm (65 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Kodak ,70499.0,47999.0,,,,https://www.croma.com/kodak-ca-series-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/246061,/kodak-ca-series-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/246061
131,SAMSUNG Series 9 247 cm (98 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung ,2299000.0,1674000.0,,,,https://www.croma.com/samsung-series-9-247-cm-98-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/245102,/samsung-series-9-247-cm-98-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/245102
132,OnePlus U Series 164 cm (65 inch) 4K Ultra HD LED Android TV with Built-in Google Assistant (2021 model),One Plus ,69999.0,61999.0,2.0,2.0,5.0,https://www.croma.com/oneplus-u-series-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-built-in-google-assistant-2021-model-/p/244463,/oneplus-u-series-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-built-in-google-assistant-2021-model-/p/244463
133,OnePlus U Series 139 cm (55 inch) 4K Ultra HD LED Android TV with Built-in Google Assistant (2021 model),One Plus ,59999.0,42999.0,12.0,8.0,3.7,https://www.croma.com/oneplus-u-series-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-built-in-google-assistant-2021-model-/p/244462,/oneplus-u-series-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-built-in-google-assistant-2021-model-/p/244462
134,OnePlus U Series 126 cm (50 inch) 4K Ultra HD LED Android TV with Built-in Google Assistant (2021 model),One Plus ,49999.0,37999.0,10.0,8.0,4.9,https://www.croma.com/oneplus-u-series-126-cm-50-inch-4k-ultra-hd-led-android-tv-with-built-in-google-assistant-2021-model-/p/244461,/oneplus-u-series-126-cm-50-inch-4k-ultra-hd-led-android-tv-with-built-in-google-assistant-2021-model-/p/244461
135,Mi 5X 125.7 cm (50 inch) 4K Ultra HD LED Android TV with Alexa Compatibility (2021 model),Redmi ,59999.0,40999.0,17.0,11.0,3.6,https://www.croma.com/mi-5x-125-7-cm-50-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility-2021-model-/p/242861,/mi-5x-125-7-cm-50-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility-2021-model-/p/242861
136,Mi 5X 138.8 cm (55 inch) 4K Ultra HD LED Android TV with Alexa Compatibility (2021 model),Redmi ,69999.0,46999.0,17.0,12.0,4.5,https://www.croma.com/mi-5x-138-8-cm-55-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility-2021-model-/p/242862,/mi-5x-138-8-cm-55-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility-2021-model-/p/242862
137,LG UM77 109.22 cm (43 inch) 4K Ultra HD LED WebOS TV with Alexa Compatibility (2021 model),LG ,64990.0,42090.0,75.0,60.0,4.6,https://www.croma.com/lg-um77-109-22-cm-43-inch-4k-ultra-hd-led-webos-tv-with-alexa-compatibility-2021-model-/p/241718,/lg-um77-109-22-cm-43-inch-4k-ultra-hd-led-webos-tv-with-alexa-compatibility-2021-model-/p/241718
138,LG Nano75 190.5 cm (75 inch) 4K Ultra HD Nano Cell WebOS TV with Alexa Compatibility,LG ,329990.0,189990.0,,,,https://www.croma.com/lg-nano75-190-5-cm-75-inch-4k-ultra-hd-nano-cell-webos-tv-with-alexa-compatibility/p/241713,/lg-nano75-190-5-cm-75-inch-4k-ultra-hd-nano-cell-webos-tv-with-alexa-compatibility/p/241713
139,LG Nano83 164 cm (65 inch) 4K Ultra HD Nano Cell WebOS TV with Alexa Compatibility (2021 model),LG ,249990.0,110990.0,,,,https://www.croma.com/lg-nano83-164-cm-65-inch-4k-ultra-hd-nano-cell-webos-tv-with-alexa-compatibility-2021-model-/p/241225,/lg-nano83-164-cm-65-inch-4k-ultra-hd-nano-cell-webos-tv-with-alexa-compatibility-2021-model-/p/241225
140,Hisense U6G 139 cm (55 inch) QLED 4K Ultra HD Android TV with Google Assistant (2021 model),Hisense ,79990.0,44990.0,11.0,11.0,4.1,https://www.croma.com/hisense-u6g-139-cm-55-inch-qled-4k-ultra-hd-android-tv-with-google-assistant-2021-model-/p/240640,/hisense-u6g-139-cm-55-inch-qled-4k-ultra-hd-android-tv-with-google-assistant-2021-model-/p/240640
141,SONY Bravia A80J 139 cm (55 inch) OLED 4K Ultra HD Android TV with Alexa Compatibility,Sony ,249900.0,124990.0,30.0,21.0,4.6,https://www.croma.com/sony-bravia-a80j-139-cm-55-inch-oled-4k-ultra-hd-android-tv-with-alexa-compatibility/p/237752,/sony-bravia-a80j-139-cm-55-inch-oled-4k-ultra-hd-android-tv-with-alexa-compatibility/p/237752
142,Detel 124 cm (49 inch) 4K Ultra HD LED Android TV with Google Assistant (2019 model),DI49SKA ,69999.0,27999.0,,,,https://www.croma.com/detel-124-cm-49-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2019-model-/p/236173,/detel-124-cm-49-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2019-model-/p/236173
143,Detel 140 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2018 model),DI55SKA ,89999.0,29990.0,,,,https://www.croma.com/detel-140-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2018-model-/p/236175,/detel-140-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2018-model-/p/236175
144,Detel 165.1 cm (65 inch) 4K Ultra HD LED Android TV,Detel ,119999.0,49990.0,,,,https://www.croma.com/detel-165-1-cm-65-inch-4k-ultra-hd-led-android-tv/p/236174,/detel-165-1-cm-65-inch-4k-ultra-hd-led-android-tv/p/236174
145,SAMSUNG Series 7 178 cm (70 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung ,154900.0,105990.0,7.0,6.0,5.0,https://www.croma.com/samsung-series-7-178-cm-70-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/234619,/samsung-series-7-178-cm-70-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/234619
146,SAMSUNG Series 7 163 cm (65 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung ,234900.0,181490.0,1.0,1.0,5.0,https://www.croma.com/samsung-series-7-163-cm-65-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/234611,/samsung-series-7-163-cm-65-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/234611
147,SAMSUNG Series 7 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung ,124900.0,81990.0,8.0,7.0,5.0,https://www.croma.com/samsung-series-7-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234603,/samsung-series-7-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234603
148,SAMSUNG Series 7 138 cm (55 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung ,79400.0,60490.0,85.0,74.0,4.4,https://www.croma.com/samsung-series-7-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234601,/samsung-series-7-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234601
149,SAMSUNG Series 7 108 cm (43 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung ,54900.0,39990.0,108.0,86.0,4.3,https://www.croma.com/samsung-series-7-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234367,/samsung-series-7-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234367
150,Panasonic Viera 108 cm (43 inch) 4K Ultra HD LED Android TV with Alexa Compatibility (2020 model),Panasonic ,56990.0,32990.0,10.0,3.0,4.4,https://www.croma.com/panasonic-viera-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility-2020-model-/p/233299,/panasonic-viera-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility-2020-model-/p/233299
151,Hisense A73F 164 cm (65 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Hisense ,82990.0,54990.0,2.0,1.0,5.0,https://www.croma.com/hisense-a73f-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/233060,/hisense-a73f-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/233060
152,Hisense A71F 139 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Hisense ,49990.0,33990.0,10.0,8.0,4.5,https://www.croma.com/hisense-a71f-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/233047,/hisense-a71f-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/233047
153,Hisense A71F 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Hisense ,36990.0,23990.0,46.0,35.0,4.7,https://www.croma.com/hisense-a71f-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/233045,/hisense-a71f-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/233045
154,Haier K6600 Series 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Haier ,51490.0,33990.0,16.0,10.0,4.3,https://www.croma.com/haier-k6600-series-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/232856,/haier-k6600-series-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/232856
